Yil,Marka,Model,Yakit,Sanziman,Km,Boya,Degisen,Kaput_Tavan,Fiyat,beygir,Tramer,Hafta
2015,RENAULT,FLUENCE,DIESEL,AUTOMATIC,80591,0,0,0,61000,81.0,952,17
2014,MERCEDES_BENZ,A_SERISI,DIESEL,AUTOMATIC,51564,5,0,0,87000,80.0,4088,26
2013,FORD,TRANSIT,DIESEL,MANUAL,109686,0,0,0,47600,114.0,0,10
2015,RENAULT,CLIO,DIESEL,MANUAL,33373,0,1,0,44500,55.0,889,21
2014,FORD,TOURNEO,DIESEL,MANUAL,102064,0,0,0,41200,70.0,0,24
2015,RENAULT,MEGANE_IV,DIESEL,MANUAL,27597,2,0,0,55600,66.0,0,21
2015,MERCEDES_BENZ,CLA_SERISI,DIESEL,AUTOMATIC,45871,3,0,0,130600,80.0,4530,25
2013,TOYOTA,COROLLA,DIESEL,AUTOMATIC,165685,1,0,0,56500,66.0,366,17
2013,FIAT,LINEA,DIESEL,MANUAL,124504,0,0,0,33200,70.0,0,21
2010,FIAT,DOBLO,DIESEL,MANUAL,154154,0,1,1,22500,,0,22
2015,RENAULT,CLIO_IV,DIESEL,MANUAL,91580,0,0,0,43100,55.0,0,16
2013,RENAULT,FLUENCE,DIESEL,MANUAL,226598,2,0,0,35900,66.0,967,12
2015,RENAULT,CLIO_IV,DIESEL,MANUAL,35725,0,0,0,44400,55.0,0,17
2010,OPEL,ASTRA,DIESEL,MANUAL,181822,8,1,0,30200,66.0,0,18
2016,RENAULT,CLIO_IV,DIESEL,MANUAL,45730,0,0,0,46000,55.0,0,21
2014,FIAT,LINEA,DIESEL,MANUAL,96729,4,0,0,34500,70.0,3172,14
2015,NISSAN,X_TRAIL,DIESEL,AUTOMATIC,31914,0,2,1,117500,96.0,6227,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,119890,2,0,0,40000,66.0,2563,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,60679,2,2,0,34800,66.0,6774,19
2013,RENAULT,SYMBOL,PETROL,MANUAL,38150,1,2,0,30400,66.0,0,18
2015,RENAULT,FLUENCE,DIESEL,MANUAL,69455,2,2,0,47600,66.0,3187,17
2014,RENAULT,CLIO_IV,DIESEL,MANUAL,110205,3,1,0,39600,55.0,7976,15
2013,FIAT,LINEA,DIESEL,MANUAL,109795,4,2,0,27000,70.0,0,21
2013,DACIA,LODGY,DIESEL,MANUAL,85640,3,0,0,35400,66.0,2156,9
2016,FIAT,FIORINO,DIESEL,MANUAL,30443,2,0,0,37200,55.0,0,22
2015,RENAULT,CLIO,DIESEL,MANUAL,41739,0,0,0,45100,55.0,0,25
2011,RENAULT,FLUENCE,DIESEL,MANUAL,103724,8,0,0,37400,81.0,0,11
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,55606,1,1,0,49800,81.0,4588,22
2013,RENAULT,FLUENCE,DIESEL,MANUAL,152459,0,1,0,37500,66.0,2194,11
2016,FIAT,LINEA,DIESEL,MANUAL,22912,0,0,0,46000,70.0,0,19
2013,RENAULT,CLIO_IV,DIESEL,MANUAL,205380,0,0,0,33700,55.0,0,17
2010,LAND ROVER,FREELANDER,DIESEL,AUTOMATIC,118485,2,0,0,98800,118.0,7109,25
2016,RENAULT,MEGANE_IV,DIESEL,MANUAL,24532,1,1,0,69100,81.0,408,21
2013,RENAULT,CLIO_III,DIESEL,MANUAL,126373,0,1,0,34800,55.0,6014,10
2010,VOLKSWAGEN,POLO,PETROL,AUTOMATIC,99037,3,3,0,41000,63.0,5845,14
2015,PEUGEOT,301,DIESEL,MANUAL,28132,0,1,1,38900,68.0,11791,12
2014,FIAT,LINEA,DIESEL,MANUAL,59091,2,0,0,37800,70.0,502,22
2013,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,130639,1,0,0,64500,77.0,0,19
2015,RENAULT,FLUENCE,DIESEL,AUTOMATIC,105914,0,0,0,53300,81.0,492,16
2014,RENAULT,SYMBOL,DIESEL,MANUAL,93128,2,0,0,38000,66.0,2063,25
2014,RENAULT,CLIO_IV,DIESEL,MANUAL,88970,0,0,0,40200,55.0,1056,18
2015,RENAULT,FLUENCE,DIESEL,MANUAL,84860,0,0,0,54200,66.0,0,16
2015,VOLVO,S60,DIESEL,AUTOMATIC,45790,2,0,0,87900,84.0,6504,10
2016,BMW,4_Serisi,PETROL,AUTOMATIC,11143,0,0,0,163000,136.0,0,15
2014,OPEL,CORSA,DIESEL,MANUAL,64542,2,1,0,36100,55.0,4522,11
2015,RENAULT,CLIO,DIESEL,MANUAL,54202,0,0,1,42700,55.0,0,21
2014,HYUNDAI,H_100,DIESEL,MANUAL,196260,3,0,0,33100,96.0,0,25
2015,RENAULT,CLIO,DIESEL,MANUAL,66881,0,0,0,47000,55.0,0,12
2015,RENAULT,FLUENCE,DIESEL,AUTOMATIC,55172,1,3,0,50300,81.0,8331,12
2015,RENAULT,FLUENCE,DIESEL,AUTOMATIC,44396,0,0,0,63500,81.0,340,24
2013,RENAULT,CLIO_IV,DIESEL,MANUAL,190866,2,1,0,33800,55.0,974,17
2015,AUDI,A3,DIESEL,AUTOMATIC,25362,0,0,0,88200,81.0,0,9
2013,FORD,FOCUS,DIESEL,MANUAL,69027,4,2,0,50900,70.0,1621,17
2013,PEUGEOT,508,DIESEL,AUTOMATIC,149979,1,1,0,57500,84.0,3341,9
2015,RENAULT,SYMBOL,DIESEL,MANUAL,66044,1,0,0,38100,66.0,281,21
2013,RENAULT,CLIO_III,DIESEL,MANUAL,69082,0,1,0,37300,55.0,299,10
2014,RENAULT,SYMBOL,DIESEL,MANUAL,110996,2,1,1,33100,55.0,2144,14
2016,RENAULT,FLUENCE,DIESEL,AUTOMATIC,151172,0,0,0,61600,81.0,0,25
2016,BMW,3_Serisi,PETROL,AUTOMATIC,43864,0,0,0,153000,,246,16
2012,HYUNDAI,ACCENT_ERA,DIESEL,MANUAL,136279,2,2,0,27500,81.0,0,21
2011,TOYOTA,AURIS,PETROL,AUTOMATIC,60034,0,1,0,50100,91.0,0,15
2016,FORD,TOURNEO,DIESEL,MANUAL,51233,0,0,0,52600,70.0,0,11
2015,RENAULT,CLIO_IV,DIESEL,MANUAL,36008,0,0,0,48100,55.0,0,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,76247,1,1,0,35000,55.0,0,9
2015,RENAULT,SYMBOL,DIESEL,MANUAL,54737,5,0,0,35500,66.0,4092,18
2004,HONDA,ACCORD,PETROL,AUTOMATIC,182272,1,1,0,33100,113.0,1169,26
2011,FIAT,DOBLO,DIESEL,MANUAL,211638,5,2,0,15000,68.0,0,9
2013,VOLKSWAGEN,PASSAT,DIESEL,AUTOMATIC,113387,0,0,0,82100,77.0,0,14
2016,MERCEDES_BENZ,C_SERISI,PETROL,AUTOMATIC,10933,0,0,0,164100,115.0,0,13
2013,TOYOTA,COROLLA,DIESEL,AUTOMATIC,156325,2,0,0,54100,66.0,0,22
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,88097,4,0,0,48500,,5056,25
2011,RENAULT,FLUENCE,DIESEL,MANUAL,171323,9,1,0,29600,63.0,6889,24
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,60524,2,0,0,52500,81.0,1247,25
2012,BMW,5_Serisi,DIESEL,AUTOMATIC,104867,3,1,0,162000,160.0,13162,22
2001,HYUNDAI,ACCENT,PETROL,MANUAL,175913,0,0,0,17500,,0,11
2012,RENAULT,FLUENCE,DIESEL,MANUAL,118127,5,0,0,34800,66.0,2192,15
2016,RENAULT,CLIO_IV,DIESEL,MANUAL,28727,5,1,0,48100,55.0,3774,22
2016,PEUGEOT,301,DIESEL,MANUAL,16462,0,0,0,46900,68.0,0,23
2013,OPEL,CORSA,DIESEL,MANUAL,78779,6,0,0,34600,55.0,2416,14
2013,OPEL,CORSA,DIESEL,MANUAL,139395,1,0,0,35100,55.0,400,24
2016,NISSAN,QASHQAI,DIESEL,AUTOMATIC,18817,0,0,0,105600,96.0,0,22
2015,RENAULT,CLIO_IV,DIESEL,MANUAL,43181,0,0,0,48000,55.0,0,12
2013,FIAT,LINEA,DIESEL,MANUAL,147703,0,0,1,31000,70.0,0,12
2015,RENAULT,SYMBOL,DIESEL,MANUAL,45215,0,0,0,41900,66.0,0,15
2015,BMW,X5,DIESEL,AUTOMATIC,30469,1,1,0,308500,160.0,0,11
2013,FIAT,LINEA,DIESEL,MANUAL,75976,0,0,0,40000,77.0,0,12
2013,BMW,3_Serisi,PETROL,AUTOMATIC,80084,1,0,1,87900,100.0,0,12
2014,VOLKSWAGEN,PASSAT,DIESEL,AUTOMATIC,105956,6,1,0,77100,77.0,1941,11
2013,FORD,FIESTA,DIESEL,MANUAL,121023,2,0,1,37100,55.0,1772,11
2014,TOYOTA,COROLLA,DIESEL,AUTOMATIC,113735,3,0,0,57900,66.0,1989,15
2012,RENAULT,FLUENCE,DIESEL,MANUAL,181062,4,0,0,34500,66.0,0,15
2016,SKODA,RAPID,DIESEL,AUTOMATIC,12160,3,0,0,68000,66.0,6700,18
2015,RENAULT,FLUENCE,DIESEL,MANUAL,65693,0,1,0,49800,66.0,3451,11
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,97135,1,0,0,50100,81.0,0,14
2009,BMW,X3,DIESEL,AUTOMATIC,45541,1,0,0,108600,,0,25
2014,FORD,FOCUS,DIESEL,MANUAL,92652,0,0,0,55700,70.0,0,17
2014,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,79499,1,0,0,76000,77.0,1335,25
2013,OPEL,ASTRA,DIESEL,MANUAL,168370,2,0,0,46100,70.0,2860,22
2015,RENAULT,FLUENCE,DIESEL,MANUAL,49900,0,1,0,49100,90.0,0,10
2015,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,84296,4,1,0,77000,77.0,5793,26
2013,RENAULT,FLUENCE,DIESEL,MANUAL,133937,0,0,0,39300,66.0,2240,11
2015,RENAULT,CLIO_IV,DIESEL,MANUAL,31013,0,0,0,44800,55.0,0,17
2016,SKODA,OCTAVIA,DIESEL,AUTOMATIC,20844,2,0,0,84000,81.0,0,15
2015,RENAULT,CLIO,DIESEL,MANUAL,117814,0,0,0,42800,55.0,0,21
2013,RENAULT,FLUENCE,DIESEL,MANUAL,161571,3,0,1,36500,66.0,0,9
2012,VOLKSWAGEN,JETTA,DIESEL,MANUAL,215404,0,1,1,48900,77.0,2869,14
2013,FIAT,LINEA,DIESEL,MANUAL,71444,3,0,0,31900,70.0,0,10
2012,FORD,TRANSIT,DIESEL,MANUAL,85800,2,0,0,34000,92.0,0,25
2014,MERCEDES_BENZ,GLA_SERISI,DIESEL,AUTOMATIC,145138,0,2,0,113000,80.0,8423,19
2013,RENAULT,FLUENCE,DIESEL,MANUAL,130459,3,1,0,35000,66.0,11713,10
2013,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,134802,2,0,0,66800,77.0,6537,24
2013,FORD,FIESTA,DIESEL,MANUAL,115431,1,0,0,39100,55.0,527,14
2013,RENAULT,FLUENCE,DIESEL,MANUAL,147020,1,0,0,37900,66.0,0,9
2014,BMW,3_Serisi,PETROL,AUTOMATIC,39476,4,0,0,95600,100.0,7952,15
2012,FORD,TRANSIT,DIESEL,MANUAL,65190,3,2,0,33100,92.0,12697,25
2016,MERCEDES_BENZ,A_SERISI,DIESEL,AUTOMATIC,12917,1,0,0,124300,,0,12
2016,PEUGEOT,301,DIESEL,MANUAL,14105,0,0,0,48100,68.0,0,22
2013,FORD,FOCUS,PETROL,AUTOMATIC,68375,4,1,0,44700,92.0,1617,12
2015,RENAULT,FLUENCE,DIESEL,MANUAL,50898,3,0,0,49200,66.0,936,15
2014,TOYOTA,COROLLA,DIESEL,AUTOMATIC,63035,4,4,0,52300,66.0,9072,10
2013,FIAT,LINEA,DIESEL,MANUAL,156583,4,0,0,31600,70.0,4574,12
2013,FORD,FOCUS,DIESEL,MANUAL,111984,2,1,1,51500,70.0,2029,15
2007,RENAULT,MEGANE_II,DIESEL,MANUAL,167721,0,0,1,26600,80.0,5086,14
2013,RENAULT,FLUENCE,DIESEL,MANUAL,144667,2,0,0,40100,66.0,0,17
2016,RENAULT,FLUENCE,DIESEL,AUTOMATIC,24062,0,0,0,62100,,0,12
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,66081,2,0,0,54100,81.0,1093,22
2014,FIAT,LINEA,DIESEL,MANUAL,65548,0,2,0,33500,70.0,0,14
2011,CHEVROLET,CAPTIVA,DIESEL,AUTOMATIC,125162,0,0,0,59300,150.0,0,16
2016,OPEL,ASTRA,DIESEL,AUTOMATIC,21922,1,0,0,79400,100.0,320,15
2014,FIAT,LINEA,DIESEL,MANUAL,124148,4,2,1,30200,70.0,6356,15
2006,PEUGEOT,407,DIESEL,MANUAL,209605,0,0,0,26000,80.0,3025,22
2016,RENAULT,MEGANE_IV,DIESEL,MANUAL,34091,4,0,0,69600,81.0,1190,16
2015,FIAT,LINEA,DIESEL,MANUAL,59032,2,0,0,39700,70.0,0,21
2013,RENAULT,CLIO_III,DIESEL,MANUAL,128678,1,0,0,35200,55.0,0,10
2012,PEUGEOT,508,DIESEL,AUTOMATIC,74467,2,0,0,59400,84.0,800,15
2016,BMW,X5,DIESEL,AUTOMATIC,49957,0,0,0,401100,170.0,0,25
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,118607,1,2,0,42400,81.0,17181,17
2013,BMW,3_Serisi,DIESEL,AUTOMATIC,81615,2,0,0,142500,135.0,0,22
2006,VOLKSWAGEN,CADDY,DIESEL,MANUAL,212180,0,0,0,19100,77.0,0,22
2015,RENAULT,FLUENCE,DIESEL,AUTOMATIC,60878,2,2,0,58200,81.0,4507,25
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,71242,2,2,1,42400,81.0,10695,9
2014,CITROEN,C_ELYSEE,DIESEL,MANUAL,141380,1,0,0,34700,68.0,0,12
2013,BMW,3_Serisi,PETROL,AUTOMATIC,96387,0,0,0,90000,,1482,12
2014,RENAULT,CLIO,DIESEL,MANUAL,112666,0,1,0,37300,55.0,0,11
2015,RENAULT,SYMBOL,DIESEL,MANUAL,58957,4,1,0,35800,66.0,8203,17
2015,RENAULT,FLUENCE,DIESEL,AUTOMATIC,51103,1,0,0,55000,81.0,1862,16
2014,CITROEN,C5,DIESEL,AUTOMATIC,62925,5,0,0,54300,84.0,0,9
2015,RENAULT,MEGANE_III,DIESEL,AUTOMATIC,90249,0,0,0,58200,81.0,813,15
2012,BMW,5_Serisi,DIESEL,AUTOMATIC,89753,3,1,0,168300,160.0,17708,16
2010,BMW,5_Serisi,DIESEL,AUTOMATIC,278632,2,1,0,92000,,3734,16
2014,RENAULT,SYMBOL,DIESEL,MANUAL,125664,0,2,0,33100,55.0,6054,22
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,52270,5,0,0,55500,81.0,6231,24
2015,FORD,FOCUS,DIESEL,AUTOMATIC,39413,4,0,0,64500,88.0,2991,14
2016,HYUNDAI,ACCENT_BLUE,DIESEL,AUTOMATIC,23425,0,0,0,61000,136.0,940,15
2012,FIAT,FIORINO,DIESEL,MANUAL,184248,1,4,0,21100,55.0,4587,25
2013,VOLKSWAGEN,PASSAT,DIESEL,AUTOMATIC,47210,5,1,0,82300,77.0,4174,9
2016,RENAULT,FLUENCE,DIESEL,MANUAL,27701,1,0,0,55500,66.0,0,23
2015,RENAULT,SYMBOL,DIESEL,MANUAL,45215,0,0,0,41900,66.0,0,16
2012,VOLVO,S60,DIESEL,MANUAL,146310,0,0,0,66700,84.0,0,11
2016,RENAULT,CLIO_IV,DIESEL,MANUAL,54638,0,0,0,47100,55.0,646,21
2013,RENAULT,FLUENCE,DIESEL,MANUAL,202877,4,1,1,33000,66.0,8678,11
2015,VOLVO,S60,DIESEL,AUTOMATIC,70942,0,0,0,126500,140.0,0,13
2012,VOLKSWAGEN,POLO,PETROL,AUTOMATIC,64065,5,2,1,38100,63.0,0,21
2015,BMW,1_Serisi,PETROL,AUTOMATIC,73832,0,0,1,95500,100.0,0,15
2014,VOLKSWAGEN,POLO,DIESEL,MANUAL,74304,4,1,0,37400,55.0,4540,25
2016,RENAULT,FLUENCE,DIESEL,AUTOMATIC,19745,0,0,0,62800,,0,11
2013,RENAULT,SYMBOL,DIESEL,MANUAL,79359,1,0,0,31500,55.0,0,9
2016,NISSAN,QASHQAI,DIESEL,AUTOMATIC,20810,0,0,0,104900,96.0,0,21
2015,RENAULT,FLUENCE,DIESEL,AUTOMATIC,27659,0,0,0,56400,66.0,0,16
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,67452,4,0,0,49500,81.0,847,23
2004,LINCOLN,AVIATOR,PETROL,AUTOMATIC,128103,0,0,0,74100,302.0,0,15
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,62884,0,0,0,52900,81.0,0,15
2012,MERCEDES_BENZ,C_SERISI,PETROL,AUTOMATIC,57092,1,2,0,85000,115.0,8769,16
2013,RENAULT,FLUENCE,DIESEL,MANUAL,63000,1,0,0,40200,66.0,3738,10
2015,PEUGEOT,301,PETROL,MANUAL,26405,0,1,0,38000,60.0,0,19
2015,FORD,MONDEO,PETROL,AUTOMATIC,49590,3,0,0,82000,118.0,0,17
2014,FORD,TOURNEO,DIESEL,MANUAL,72811,0,0,0,42000,70.0,0,21
2015,CITROEN,C_ELYSEE,DIESEL,MANUAL,64208,6,0,0,39700,68.0,4671,23
2009,AUDI,A3,PETROL,AUTOMATIC,2666,0,1,0,72700,92.0,0,26
2015,RENAULT,CLIO,DIESEL,MANUAL,88112,1,1,0,43300,55.0,2783,23
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,97903,3,0,0,50800,81.0,2136,17
2016,PEUGEOT,208,DIESEL,AUTOMATIC,15026,4,1,1,52500,68.0,0,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,76714,0,0,0,34700,55.0,2711,12
2013,FIAT,LINEA,DIESEL,MANUAL,129087,1,2,0,30100,70.0,0,19
2016,NISSAN,MICRA,PETROL,AUTOMATIC,6999,0,0,0,49000,59.0,0,23
2016,RENAULT,CLIO_IV,DIESEL,MANUAL,21906,2,0,0,46100,55.0,0,17
2015,PEUGEOT,301,DIESEL,MANUAL,34232,5,1,1,36500,68.0,8278,11
2013,HYUNDAI,ACCENT_BLUE,DIESEL,MANUAL,161604,1,2,1,39000,94.0,2956,12
2015,RENAULT,FLUENCE,DIESEL,AUTOMATIC,55938,0,0,0,57100,81.0,2194,21
2016,FIAT,LINEA,DIESEL,MANUAL,23955,0,0,0,44800,70.0,0,23
2015,TOYOTA,COROLLA,DIESEL,AUTOMATIC,63214,4,0,0,62100,66.0,2977,23
2015,FORD,TRANSIT,DIESEL,MANUAL,147826,0,0,0,69000,100.0,0,22
2014,FORD,FOCUS,PETROL,AUTOMATIC,92646,4,2,0,48900,92.0,0,21
2016,RENAULT,SYMBOL,DIESEL,MANUAL,74018,4,0,0,40000,66.0,5470,18
2016,TOYOTA,AURIS,PETROL,AUTOMATIC,23679,3,0,0,68000,97.0,6299,21
2013,RENAULT,CLIO_III,DIESEL,MANUAL,91833,1,0,0,36100,55.0,364,10
2014,TOYOTA,COROLLA,DIESEL,AUTOMATIC,78527,1,0,0,59100,66.0,1318,12
2015,FORD,TRANSIT,DIESEL,MANUAL,45354,0,0,0,47300,70.0,0,9
2016,MERCEDES_BENZ,C_SERISI,PETROL,AUTOMATIC,13867,0,0,0,163000,115.0,0,15
2014,RENAULT,CLIO_IV,DIESEL,AUTOMATIC,7613,0,0,0,57800,66.0,2131,21
2014,NISSAN,MICRA,PETROL,AUTOMATIC,16052,2,0,0,47100,59.0,0,23
2012,RENAULT,FLUENCE,DIESEL,MANUAL,107428,1,0,0,37000,66.0,1414,15
2015,AUDI,A3,DIESEL,AUTOMATIC,70211,5,2,0,85000,81.0,0,15
2014,LAND ROVER,RANGE_ROVER,DIESEL,AUTOMATIC,88000,0,0,0,641000,190.0,0,15
2013,RENAULT,CLIO_III,DIESEL,MANUAL,119998,5,2,0,33500,55.0,1377,9
2012,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,146806,3,0,0,58500,77.0,3790,14
2014,FIAT,FIORINO,DIESEL,MANUAL,50083,0,1,0,33100,55.0,2211,12
2015,TOYOTA,COROLLA,DIESEL,AUTOMATIC,51033,2,0,1,62600,66.0,2236,14
2007,LAND ROVER,RANGE_ROVER_SPORT,DIESEL,AUTOMATIC,189016,7,0,0,117000,,0,12
2016,RENAULT,CLIO_IV,DIESEL,MANUAL,12282,0,0,0,50900,55.0,0,21
2015,SKODA,OCTAVIA,DIESEL,AUTOMATIC,103172,0,3,0,68100,77.0,11077,22
2013,RENAULT,CLIO_III,DIESEL,MANUAL,71065,0,0,0,38900,55.0,0,10
2011,CITROEN,C5,DIESEL,MANUAL,193462,1,0,0,39500,82.0,0,18
2013,RENAULT,CLIO_IV,DIESEL,MANUAL,190938,0,0,0,33900,55.0,0,17
2014,TOYOTA,COROLLA,DIESEL,AUTOMATIC,26966,2,0,0,64900,66.0,1204,12
2012,RENAULT,CLIO_IV,DIESEL,MANUAL,179187,2,0,0,33200,55.0,952,22
2013,FIAT,FIORINO,DIESEL,MANUAL,138029,3,4,0,32700,55.0,0,14
2013,DACIA,LODGY,DIESEL,MANUAL,103561,1,0,0,36000,66.0,890,9
2013,OPEL,CORSA,DIESEL,MANUAL,72447,4,1,0,33000,55.0,3672,12
2016,FIAT,EGEA,DIESEL,MANUAL,22834,0,0,0,52300,70.0,1646,21
2013,BMW,3_Serisi,PETROL,AUTOMATIC,56530,0,0,0,92200,,0,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,95636,4,0,1,36900,66.0,12348,14
2012,SKODA,YETI,DIESEL,MANUAL,84162,3,1,0,40000,77.0,5169,25
2014,DACIA,LODGY,DIESEL,MANUAL,28352,3,1,0,39000,66.0,8972,15
2014,PEUGEOT,301,DIESEL,MANUAL,112050,0,0,0,36300,68.0,0,10
2015,RENAULT,CLIO_IV,DIESEL,AUTOMATIC,84318,5,0,0,51500,66.0,2382,17
2015,FORD,TOURNEO,DIESEL,MANUAL,66100,1,0,0,52600,70.0,594,21
2014,RENAULT,FLUENCE,DIESEL,MANUAL,69699,1,0,0,49400,66.0,569,24
2013,HYUNDAI,ACCENT_BLUE,DIESEL,MANUAL,179428,0,0,0,38100,94.0,658,17
2014,RENAULT,CLIO_IV,DIESEL,MANUAL,107889,3,2,0,35800,55.0,7912,17
2011,VOLKSWAGEN,PASSAT,PETROL,AUTOMATIC,236989,7,1,0,50500,122.0,5622,15
2014,FORD,FOCUS,DIESEL,MANUAL,119773,1,0,0,57000,70.0,0,10
2016,NISSAN,MICRA,PETROL,AUTOMATIC,12703,0,0,0,50800,59.0,0,23
2016,RENAULT,MEGANE_IV,DIESEL,AUTOMATIC,23813,0,2,0,65300,81.0,3211,23
2014,BMW,3_Serisi,PETROL,AUTOMATIC,92410,2,0,1,116700,100.0,8225,18
2006,KIA,BONGO,DIESEL,MANUAL,151622,0,0,0,20600,59.0,0,21
2013,VOLKSWAGEN,PASSAT_CC,PETROL,AUTOMATIC,87000,3,0,0,83000,160.0,0,12
2015,BMW,4_Serisi,PETROL,AUTOMATIC,47524,0,0,0,153000,,0,12
2013,TOYOTA,COROLLA,DIESEL,AUTOMATIC,87701,1,0,1,59500,66.0,9000,17
2016,NISSAN,QASHQAI,DIESEL,AUTOMATIC,19735,1,0,0,105100,96.0,2289,22
2013,FIAT,LINEA,DIESEL,MANUAL,189702,3,0,0,30300,70.0,400,12
2016,PEUGEOT,301,DIESEL,MANUAL,28900,0,4,1,37700,68.0,8511,11
2013,RENAULT,CLIO_IV,DIESEL,MANUAL,171661,1,0,0,34000,55.0,599,22
2016,PEUGEOT,301,DIESEL,MANUAL,44705,0,2,0,38400,68.0,2727,10
2012,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,96650,2,3,0,55600,77.0,17548,21
2013,RENAULT,CLIO_III,DIESEL,MANUAL,101731,0,0,0,36200,55.0,2618,10
2016,RENAULT,CLIO_IV,DIESEL,MANUAL,59717,1,1,0,53500,,5704,14
2013,SKODA,SUPERB,DIESEL,AUTOMATIC,155117,1,1,0,70300,103.0,2150,22
2013,RENAULT,FLUENCE,DIESEL,MANUAL,144362,1,0,1,38600,66.0,1101,12
2013,DACIA,LODGY,DIESEL,MANUAL,133945,2,2,1,33100,66.0,4604,11
2011,RENAULT,CLIO,PETROL,MANUAL,90448,1,3,0,25000,55.0,2271,18
2013,HYUNDAI,I20,DIESEL,MANUAL,90073,1,0,0,36000,66.0,320,25
2013,FORD,TRANSIT_CUSTOM,DIESEL,MANUAL,130721,1,0,0,42100,92.0,1213,10
2013,FIAT,500L,DIESEL,MANUAL,87100,0,1,0,49000,77.0,4758,9
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,100338,2,3,0,44600,81.0,0,17
2016,OPEL,ASTRA,DIESEL,AUTOMATIC,38023,0,0,0,69600,100.0,0,12
2015,FORD,TRANSIT,DIESEL,MANUAL,36969,0,0,0,56500,114.0,0,17
2014,FIAT,LINEA,DIESEL,MANUAL,79575,3,1,0,35800,70.0,4550,19
2011,VOLVO,S80,DIESEL,AUTOMATIC,143839,1,0,0,86000,151.0,1165,16
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,100706,4,0,0,46200,81.0,7352,14
2013,RENAULT,CLIO_III,DIESEL,MANUAL,67632,1,2,0,35900,55.0,1141,11
2007,TOYOTA,COROLLA,PETROL,AUTOMATIC,164808,4,1,0,37900,91.0,4685,15
2011,RENAULT,SYMBOL,DIESEL,MANUAL,106542,1,2,0,22500,47.0,0,10
2016,MERCEDES_BENZ,C_SERISI,DIESEL,AUTOMATIC,26970,1,0,0,175000,100.0,0,10
2015,FIAT,LINEA,DIESEL,MANUAL,66132,0,0,1,38600,70.0,5960,23
2015,RENAULT,FLUENCE,DIESEL,AUTOMATIC,36742,6,0,0,52600,81.0,1292,12
2016,OPEL,ASTRA,DIESEL,AUTOMATIC,19141,1,0,0,72900,100.0,0,21
2016,OPEL,ASTRA,DIESEL,AUTOMATIC,27296,1,0,0,73700,100.0,0,23
2016,TOYOTA,COROLLA,DIESEL,AUTOMATIC,7000,0,0,0,71100,66.0,0,15
2014,VOLKSWAGEN,POLO,DIESEL,MANUAL,62100,0,0,1,43600,55.0,1194,22
2008,RENAULT,SYMBOL,DIESEL,MANUAL,176221,1,1,1,20500,47.0,0,14
2016,HONDA,CIVIC,PETROL,AUTOMATIC,7513,0,0,0,77000,92.0,1050,21
2013,RENAULT,CLIO_III,DIESEL,MANUAL,92980,1,3,0,33500,55.0,10890,12
2013,PEUGEOT,301,DIESEL,MANUAL,181787,1,0,1,33800,68.0,2921,21
2016,NISSAN,QASHQAI,DIESEL,AUTOMATIC,19392,0,0,0,105800,96.0,0,22
2013,RENAULT,KANGOO,DIESEL,MANUAL,114938,1,1,0,27200,,4723,11
2015,FORD,TRANSIT,DIESEL,MANUAL,56675,2,0,0,49500,70.0,1246,19
2012,FORD,TRANSIT,DIESEL,MANUAL,83628,1,2,0,32600,92.0,0,25
2013,FORD,TRANSIT,DIESEL,MANUAL,52002,0,0,0,44700,114.0,453,24
2015,BMW,5_Serisi,PETROL,MANUAL,26137,1,0,0,152300,125.0,227,15
2015,SKODA,OCTAVIA,DIESEL,AUTOMATIC,36858,4,0,1,75500,77.0,1318,14
2014,RENAULT,SYMBOL,DIESEL,MANUAL,91182,3,0,0,32000,55.0,2239,9
2015,BMW,X5,DIESEL,AUTOMATIC,22860,1,0,0,363800,160.0,2463,24
2015,CITROEN,C_ELYSEE,DIESEL,MANUAL,65709,1,3,0,37600,68.0,7947,24
