Yil,Marka,Model,Yakit,Sanziman,Km,Boya,Degisen,Kaput_Tavan,Fiyat,beygir,Tramer,Hafta
2013,HYUNDAI,H_100,DIESEL,MANUAL,36812,1,1,1,40000,96,0,11
2008,HYUNDAI,SONATA,DIESEL,AUTOMATIC,158893,0,0,0,28500,102,0,11
2015,IVECO,DAILY,DIESEL,MANUAL,1689,0,0,0,74100,107,0,11
2008,MITSUBISHI,COLT,PETROL,AUTOMATIC,190631,0,0,0,21200,,0,11
2013,NISSAN,NOTE,DIESEL,MANUAL,47350,4,0,0,34000,66,0,11
2011,OPEL,INSIGNIA,DIESEL,AUTOMATIC,134590,6,0,0,45100,96,0,11
2013,RENAULT,CLIO_III,DIESEL,MANUAL,60729,2,2,0,36800,55,0,11
2015,RENAULT,MEGANE_IV,DIESEL,AUTOMATIC,41086,1,0,0,66600,81,0,11
2013,VOLKSWAGEN,GOLF,DIESEL,MANUAL,161833,4,0,0,49300,66,0,11
2014,VOLKSWAGEN,GOLF,DIESEL,AUTOMATIC,89440,1,0,0,71100,77,0,11
2013,VOLKSWAGEN,JETTA,DIESEL,MANUAL,117790,5,1,1,55000,77,0,11
2013,VOLKSWAGEN,GOLF,PETROL,AUTOMATIC,75205,0,0,0,69700,,0,11
2012,FORD,C_MAX,DIESEL,MANUAL,123714,1,0,0,54800,,1373,11
2016,FORD,FOCUS,DIESEL,MANUAL,28371,0,0,0,66900,70,9224,11
2011,FORD,RANGER,DIESEL,MANUAL,139874,2,0,0,31000,105,3315,11
2015,FORD,TOURNEO,DIESEL,MANUAL,58348,2,0,0,50100,70,0,11
2016,FORD,TOURNEO,DIESEL,MANUAL,51233,0,0,0,52600,70,0,11
2009,HONDA,CIVIC,PETROL,AUTOMATIC,172738,0,0,0,31800,70,1524,11
2016,NISSAN,JUKE,PETROL,AUTOMATIC,33777,0,0,0,63900,86,0,11
2013,RENAULT,KANGOO,DIESEL,MANUAL,92810,1,1,0,27800,,2253,11
2006,VOLKSWAGEN,TOUAREG,PETROL,AUTOMATIC,25662,0,0,0,151000,450,0,11
2016,AUDI,A4,PETROL,AUTOMATIC,29755,0,0,0,127000,110,0,11
2009,BMW,3_Serisi,PETROL,AUTOMATIC,77669,4,2,0,71300,139,41657,11
2013,JEEP,GRAND_CHEROKEE,DIESEL,AUTOMATIC,66089,7,3,0,226000,184,46996,11
2010,PORSCHE,CAYENNE,PETROL,AUTOMATIC,25631,0,0,0,246000,368,0,11
2009,FORD,RANGER,DIESEL,AUTOMATIC,68632,0,0,0,39700,105,0,11
2014,FORD,TRANSIT,DIESEL,MANUAL,96125,2,2,0,39600,70,0,11
2000,OPEL,ASTRA,PETROL,MANUAL,203800,7,2,0,17000,100,0,11
2011,FIAT,FIORINO,DIESEL,MANUAL,141871,4,1,0,17500,55,6734,12
2011,FIAT,FIORINO,DIESEL,MANUAL,93232,4,2,0,17200,55,6794,12
2011,FIAT,FIORINO,DIESEL,MANUAL,120299,5,2,0,17800,55,6768,12
2011,FIAT,FIORINO,DIESEL,MANUAL,124581,2,1,0,17500,55,2673,12
2011,FIAT,FIORINO,DIESEL,MANUAL,132099,2,0,1,18100,55,2780,12
2011,FIAT,FIORINO,DIESEL,MANUAL,140400,1,1,1,17300,55,2814,12
2011,FIAT,FIORINO,DIESEL,MANUAL,150144,3,0,0,17400,55,1921,12
2011,FIAT,FIORINO,DIESEL,MANUAL,143926,1,1,0,17200,55,1953,12
2011,FIAT,FIORINO,DIESEL,MANUAL,115094,2,1,0,16300,55,2583,12
2011,FIAT,FIORINO,DIESEL,MANUAL,100110,2,0,0,18200,55,1389,12
2011,FIAT,FIORINO,DIESEL,MANUAL,125231,0,0,0,18200,55,457,12
2011,FIAT,FIORINO,DIESEL,MANUAL,110275,1,0,0,18100,55,738,12
2007,FIAT,ALBEA,PETROL,MANUAL,205251,0,0,0,16800,56,6424,12
2011,FIAT,FIORINO,DIESEL,MANUAL,77874,1,1,0,19900,55,2087,12
2013,FIAT,FIORINO,DIESEL,MANUAL,87925,0,2,0,22200,55,4586,12
2011,RENAULT,SYMBOL,DIESEL,MANUAL,146004,1,1,0,23000,47,6700,12
2008,HYUNDAI,ACCENT_ERA,DIESEL,MANUAL,234000,4,1,0,22300,110,837,12
2007,CITROEN,C3,DIESEL,MANUAL,168191,4,0,0,22600,51,3358,12
2003,CITROEN,C3,DIESEL,MANUAL,235054,0,0,0,18300,55,252,12
2010,HYUNDAI,ACCENT_ERA,DIESEL,MANUAL,131006,1,5,0,23000,81,1887,12
2009,RENAULT,CLIO_III,DIESEL,MANUAL,249235,0,1,0,20100,65,2170,12
2008,FIAT,LINEA,DIESEL,AUTOMATIC,235026,4,0,0,23600,66,0,12
2008,HYUNDAI,MATRIX,PETROL,MANUAL,110252,1,0,0,24800,103,756,12
2005,FORD,MONDEO,PETROL,AUTOMATIC,147646,7,1,0,21900,145,5246,12
2012,FIAT,DOBLO,DIESEL,MANUAL,188000,4,3,0,21700,75,2232,12
2006,HYUNDAI,GETZ,PETROL,AUTOMATIC,122075,0,0,0,23500,97,2924,12
2004,RENAULT,CLIO,PETROL,AUTOMATIC,49400,0,0,0,26700,73,0,12
2013,FIAT,LINEA,DIESEL,MANUAL,200412,7,2,1,26200,70,6486,12
2011,FIAT,DOBLO,DIESEL,MANUAL,180768,0,0,0,22300,77,0,12
2012,RENAULT,SYMBOL,DIESEL,MANUAL,160696,1,0,1,27200,47,2025,12
2008,FIAT,GRANDE_PUNTO,PETROL,MANUAL,148333,1,0,0,25700,,2500,12
2008,RENAULT,CLIO,DIESEL,MANUAL,146385,3,1,0,25500,,3587,12
2006,RENAULT,MEGANE_II,DIESEL,MANUAL,213297,0,0,0,23400,58,0,12
2007,FIAT,GRANDE_PUNTO,PETROL,AUTOMATIC,159411,0,0,0,25600,56,3123,12
2012,FIAT,LINEA,DIESEL,MANUAL,132717,0,6,0,26500,70,7626,12
2008,RENAULT,MEGANE_II,DIESEL,MANUAL,173659,0,0,0,20600,59,0,12
2013,RENAULT,SYMBOL,DIESEL,MANUAL,197264,4,2,0,28000,55,1042,12
2010,CHEVROLET,CRUZE,PETROL,MANUAL,150176,7,1,0,27800,83,3353,12
2013,HYUNDAI,I20,DIESEL,MANUAL,134900,4,4,1,27500,90,5423,12
2012,RENAULT,KANGOO,DIESEL,MANUAL,232684,4,1,0,25900,63,3675,12
2012,RENAULT,KANGOO,DIESEL,MANUAL,232684,4,1,0,25000,63,3675,12
2000,VOLKSWAGEN,BORA,DIESEL,AUTOMATIC,225738,0,0,0,20000,66,0,12
2012,RENAULT,CLIO,DIESEL,MANUAL,191264,1,2,0,29200,55,6687,12
2009,RENAULT,MEGANE_II,DIESEL,MANUAL,241518,0,0,0,25000,60,4362,12
2009,HONDA,CITY,PETROL,AUTOMATIC,166809,0,0,0,28200,100,5731,12
2004,OPEL,MERIVA,PETROL,AUTOMATIC,116850,1,1,0,27700,100,5664,12
2013,FIAT,LINEA,DIESEL,MANUAL,143910,6,4,0,27700,70,0,12
2013,RENAULT,CLIO,DIESEL,MANUAL,210595,5,2,0,28800,55,6379,12
2005,FORD,FOCUS_C_MAX,DIESEL,MANUAL,152933,0,0,0,27000,,9904,12
2006,OPEL,ASTRA,DIESEL,MANUAL,167128,5,2,0,27600,66,3343,12
2013,FIAT,LINEA,DIESEL,MANUAL,161543,3,1,0,31100,70,3494,12
2013,FIAT,LINEA,DIESEL,MANUAL,168953,4,1,0,30600,70,2308,12
2013,RENAULT,SYMBOL,DIESEL,MANUAL,82814,6,1,0,30100,55,4993,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,180816,5,4,0,33600,66,11637,12
2013,RENAULT,CLIO,DIESEL,MANUAL,76921,7,3,1,32700,55,9098,12
2013,FIAT,LINEA,DIESEL,MANUAL,156583,4,0,0,31600,70,4574,12
2013,RENAULT,CLIO,DIESEL,MANUAL,187524,4,0,1,30300,55,5394,12
2013,FIAT,LINEA,DIESEL,MANUAL,189702,3,0,0,30300,70,400,12
2013,FIAT,LINEA,DIESEL,MANUAL,179715,3,0,0,31000,,346,12
2012,RENAULT,CLIO,DIESEL,MANUAL,195003,0,1,0,30400,55,0,12
2010,OPEL,CORSA,DIESEL,MANUAL,122475,2,0,0,30100,55,0,12
2013,RENAULT,SYMBOL,DIESEL,MANUAL,138598,5,0,0,30000,,0,12
2012,RENAULT,CLIO,DIESEL,MANUAL,195425,2,0,0,30000,55,775,12
2012,HYUNDAI,I20,DIESEL,MANUAL,142085,0,2,0,29700,66,1318,12
2013,RENAULT,CLIO,DIESEL,MANUAL,196364,1,0,0,31100,55,7046,12
2012,RENAULT,CLIO,DIESEL,MANUAL,116599,4,1,0,30200,75,0,12
2013,RENAULT,SYMBOL,DIESEL,MANUAL,92691,4,1,0,29900,55,2659,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,99925,8,1,0,34200,55,5350,12
2013,FIAT,LINEA,DIESEL,MANUAL,164069,1,1,0,31800,70,1775,12
2013,FIAT,LINEA,DIESEL,MANUAL,164069,1,1,0,31800,70,1775,12
2013,RENAULT,CLIO,DIESEL,MANUAL,189218,5,0,0,31300,55,2045,12
2013,RENAULT,SYMBOL,DIESEL,MANUAL,148450,3,0,0,31000,55,0,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,85221,1,1,0,33000,66,8646,12
2013,HYUNDAI,I20,DIESEL,MANUAL,153079,1,1,0,31600,66,1245,12
2013,FIAT,LINEA,DIESEL,MANUAL,175484,0,0,0,30700,70,0,12
2013,RENAULT,CLIO,DIESEL,MANUAL,204369,3,1,0,30100,55,0,12
2013,DACIA,LODGY,DIESEL,MANUAL,93991,0,4,0,33100,66,10058,12
2013,RENAULT,CLIO,DIESEL,MANUAL,192736,1,0,1,31900,55,4002,12
2013,RENAULT,CLIO,DIESEL,MANUAL,145959,3,2,0,33500,55,0,12
2013,FIAT,LINEA,DIESEL,MANUAL,102251,5,2,0,32900,70,2986,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,177889,0,0,0,31800,55,0,12
2013,FIAT,LINEA,DIESEL,MANUAL,54508,3,2,1,31500,70,6425,12
2011,RENAULT,MEGANE,DIESEL,AUTOMATIC,199249,5,2,0,30900,63,5654,12
2012,RENAULT,CLIO,DIESEL,MANUAL,123008,0,1,0,30000,75,1226,12
2013,FIAT,LINEA,DIESEL,MANUAL,169898,0,0,0,31800,70,0,12
2012,FIAT,DOBLO,DIESEL,MANUAL,105835,0,1,0,30600,66,994,12
2012,FIAT,DOBLO,DIESEL,MANUAL,113006,1,0,0,30600,66,0,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,101976,5,0,0,32100,66,2518,12
2013,RENAULT,CLIO,DIESEL,MANUAL,207009,1,0,0,31300,55,1489,12
2013,RENAULT,CLIO,DIESEL,MANUAL,208600,2,0,0,31200,55,0,12
2013,RENAULT,KANGOO,DIESEL,MANUAL,143707,3,2,0,26800,66,0,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,179953,2,0,0,33500,55,0,12
2013,DACIA,LODGY,DIESEL,MANUAL,158281,2,2,1,33000,66,7895,12
2013,FIAT,FIORINO,DIESEL,MANUAL,186349,2,0,0,32600,55,458,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,122377,4,0,0,32500,55,0,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,95637,7,0,0,31400,55,0,12
2013,RENAULT,CLIO,DIESEL,MANUAL,221459,0,0,0,30800,55,0,12
2013,FIAT,LINEA,DIESEL,MANUAL,131190,1,0,1,30500,70,0,12
2013,FIAT,LINEA,DIESEL,MANUAL,149001,0,0,1,31300,70,0,12
2013,FIAT,LINEA,DIESEL,MANUAL,147703,0,0,1,31000,70,0,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,143894,6,2,0,34300,66,13766,12
2013,RENAULT,CLIO,DIESEL,MANUAL,183103,0,0,0,33500,55,0,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,121283,2,0,1,33400,55,280,12
2013,RENAULT,CLIO,DIESEL,MANUAL,162788,0,1,0,33300,55,1194,12
2013,RENAULT,CLIO,DIESEL,MANUAL,184603,0,0,0,33200,55,0,12
2013,OPEL,CORSA,DIESEL,MANUAL,72447,4,1,0,33000,55,3672,12
2013,FIAT,LINEA,DIESEL,MANUAL,112958,0,1,0,32600,70,1989,12
2013,FIAT,LINEA,DIESEL,MANUAL,134845,0,0,0,31300,70,0,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,213998,2,0,0,34600,66,11383,12
2014,FIAT,LINEA,DIESEL,MANUAL,48413,2,1,0,34300,70,9356,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,90033,0,3,1,34000,55,0,12
2013,RENAULT,CLIO,DIESEL,MANUAL,164408,0,1,0,33500,55,3640,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,92980,1,3,0,33500,55,10890,12
2012,VOLKSWAGEN,POLO,DIESEL,MANUAL,117892,3,2,0,33300,,7703,12
2012,RENAULT,FLUENCE,DIESEL,AUTOMATIC,177116,7,1,0,33100,81,3372,12
2014,PEUGEOT,301,DIESEL,MANUAL,54450,0,2,1,35000,68,10028,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,174495,2,1,1,34900,66,11162,12
2014,OPEL,CORSA,DIESEL,MANUAL,38276,3,4,0,34400,55,9873,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,125435,0,0,0,33700,55,353,12
2013,FIAT,FIORINO,DIESEL,MANUAL,118666,1,1,0,34500,55,323,12
2010,OPEL,ASTRA,PETROL,MANUAL,98637,2,2,0,34300,85,6449,12
2013,OPEL,CORSA,DIESEL,MANUAL,83701,4,0,1,34300,55,2979,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,84948,1,0,0,34100,55,1470,12
2013,HYUNDAI,I20,DIESEL,MANUAL,80411,1,0,0,33800,,0,12
2013,RENAULT,CLIO,DIESEL,MANUAL,85742,2,0,0,37600,55,2751,12
2015,RENAULT,SYMBOL,DIESEL,MANUAL,59965,2,1,0,35600,55,6407,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,137289,3,2,0,35100,66,13322,12
2013,FORD,FIESTA,DIESEL,MANUAL,109619,8,0,0,34800,55,4589,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,83001,2,0,1,33700,55,1048,12
2015,RENAULT,SYMBOL,DIESEL,MANUAL,44043,3,2,0,35500,66,6749,12
2013,OPEL,CORSA,DIESEL,MANUAL,139460,0,0,0,34500,55,444,12
2013,HYUNDAI,I20,DIESEL,MANUAL,90422,0,0,0,34400,66,0,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,112003,2,2,1,34000,55,5991,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,73454,1,6,0,33100,55,3370,12
2013,RENAULT,CLIO,DIESEL,MANUAL,95099,1,3,0,32900,55,5535,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,103621,5,1,0,35000,55,3998,12
2014,CITROEN,C_ELYSEE,DIESEL,MANUAL,141380,1,0,0,34700,68,0,12
2013,FIAT,LINEA,DIESEL,MANUAL,78404,0,0,0,34700,70,0,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,76714,0,0,0,34700,55,2711,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,104372,2,2,0,34600,55,5937,12
2015,PEUGEOT,301,DIESEL,MANUAL,77498,1,3,0,36200,68,9056,12
2014,FIAT,LINEA,DIESEL,MANUAL,65432,4,0,0,35500,70,1594,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,143828,0,0,1,35100,55,0,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,84686,0,0,0,34500,55,764,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,96938,1,4,0,33100,55,4538,12
2012,OPEL,CORSA,PETROL,AUTOMATIC,84672,7,0,1,36500,74,1500,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,138394,1,0,1,36100,55,0,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,172180,4,0,0,35300,66,5627,12
2013,RENAULT,CLIO,DIESEL,MANUAL,149365,0,1,1,33600,55,2616,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,195818,5,1,0,33500,66,0,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,112058,1,0,1,35500,55,2086,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,47971,1,0,0,35400,55,255,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,130244,0,0,0,35200,55,0,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,72771,0,0,0,34900,55,0,12
2013,RENAULT,CLIO,DIESEL,MANUAL,124765,1,1,1,34500,55,1412,12
2015,RENAULT,SYMBOL,DIESEL,MANUAL,100464,0,0,0,36100,66,4545,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,90881,0,2,0,35100,55,4924,12
2013,HYUNDAI,ACCENT_BLUE,DIESEL,MANUAL,161604,1,2,1,39000,94,2956,12
2013,OPEL,CORSA,DIESEL,MANUAL,99507,0,0,0,35200,55,917,12
2014,RENAULT,SYMBOL,DIESEL,MANUAL,51792,0,0,0,34900,55,0,12
2013,FIAT,DOBLO,DIESEL,MANUAL,137639,0,0,0,34200,77,0,12
2013,RENAULT,SYMBOL,DIESEL,MANUAL,107570,0,0,0,33900,66,0,12
2013,RENAULT,CLIO_IV,DIESEL,MANUAL,100674,3,1,0,38600,55,3624,12
2014,CITROEN,C_ELYSEE,DIESEL,MANUAL,93232,0,0,0,37800,68,0,12
2015,RENAULT,SYMBOL,DIESEL,MANUAL,36602,2,1,0,36500,66,2847,12
2014,FIAT,LINEA,DIESEL,MANUAL,91777,1,0,0,35700,70,1115,12
2014,FIAT,LINEA,DIESEL,MANUAL,106146,0,0,0,35600,70,0,12
2014,FIAT,LINEA,DIESEL,MANUAL,69584,1,0,0,35200,70,1452,12
2014,FIAT,LINEA,DIESEL,MANUAL,64162,1,0,1,35100,70,1504,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,109691,1,1,0,34100,55,5234,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,104396,3,0,0,33100,55,4289,12
2012,RENAULT,FLUENCE,DIESEL,AUTOMATIC,135725,7,0,2,40100,81,908,12
2012,HYUNDAI,ACCENT_BLUE,PETROL,AUTOMATIC,110000,2,0,0,37500,108,0,12
2013,RENAULT,CLIO_III,DIESEL,MANUAL,108710,0,0,0,36300,55,0,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,226598,2,0,0,35900,66,967,12
2013,FORD,FIESTA,DIESEL,MANUAL,83849,1,2,0,35200,55,5047,12
2015,RENAULT,SYMBOL,DIESEL,MANUAL,73940,1,1,0,36600,66,1860,12
2014,FIAT,LINEA,DIESEL,MANUAL,79958,1,0,1,36600,70,640,12
2011,TOYOTA,AURIS,DIESEL,AUTOMATIC,187757,3,4,0,36600,66,7057,12
2012,RENAULT,CLIO,DIESEL,MANUAL,120591,0,0,0,37500,66,4423,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,95631,4,0,0,36900,66,12348,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,156950,0,1,0,36800,66,7450,12
2015,RENAULT,SYMBOL,DIESEL,MANUAL,79474,1,0,0,36700,66,3624,12
2015,RENAULT,SYMBOL,DIESEL,MANUAL,77464,2,0,0,36600,66,2041,12
2013,HYUNDAI,ACCENT_BLUE,DIESEL,MANUAL,186434,1,0,0,36300,94,0,12
2015,RENAULT,SYMBOL,DIESEL,MANUAL,103384,0,0,0,36300,66,478,12
2015,RENAULT,SYMBOL,DIESEL,MANUAL,37835,2,2,0,36000,66,1989,12
2009,HYUNDAI,SONATA,DIESEL,AUTOMATIC,207123,3,2,0,34100,150,0,12
2014,FIAT,FIORINO,DIESEL,MANUAL,90877,1,0,0,36700,55,2331,12
2013,RENAULT,CLIO,DIESEL,MANUAL,123395,1,0,0,35700,55,1722,12
2013,FORD,FIESTA,DIESEL,MANUAL,117672,1,0,0,37500,55,2373,12
2013,HYUNDAI,ACCENT_BLUE,DIESEL,MANUAL,168402,2,0,0,37500,94,1000,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,195220,1,0,0,37100,66,0,12
2014,FIAT,LINEA,DIESEL,MANUAL,61422,0,0,1,37000,70,294,12
2015,RENAULT,SYMBOL,DIESEL,MANUAL,76999,2,0,0,36700,66,312,12
2015,FIAT,LINEA,DIESEL,MANUAL,69754,0,1,0,36500,79,2159,12
2014,FIAT,LINEA,DIESEL,MANUAL,65273,0,0,1,36300,70,124,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,186894,1,0,0,37300,66,0,12
2014,RENAULT,CLIO_IV,DIESEL,MANUAL,95659,2,0,0,37000,55,775,12
2014,PEUGEOT,301,DIESEL,MANUAL,41910,1,2,0,35500,68,14830,12
2015,RENAULT,SYMBOL,DIESEL,MANUAL,73597,0,0,0,38000,66,0,12
2015,RENAULT,SYMBOL,DIESEL,MANUAL,66657,1,0,0,36600,66,0,12
2013,FORD,FIESTA,DIESEL,MANUAL,108335,1,0,0,37200,55,1644,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,90710,4,0,0,37000,66,8871,12
2014,FIAT,FIORINO,DIESEL,MANUAL,95216,0,0,0,36600,55,0,12
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,200879,3,0,0,39500,81,3181,12
2014,RENAULT,CLIO_IV,DIESEL,MANUAL,103445,0,0,1,39500,55,0,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,119614,1,1,0,38100,66,3778,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,123815,4,0,0,37400,66,3954,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,107612,5,0,1,39100,66,4088,12
2015,PEUGEOT,301,DIESEL,MANUAL,28132,0,1,1,38900,68,11791,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,133312,0,2,0,38700,66,8954,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,124552,2,0,0,38100,66,6469,12
2015,RENAULT,SYMBOL,DIESEL,MANUAL,53906,0,0,0,37300,66,0,12
2008,TOYOTA,AURIS,DIESEL,AUTOMATIC,151430,0,0,1,36800,66,9449,12
2012,RENAULT,FLUENCE,DIESEL,AUTOMATIC,181360,5,0,0,35200,81,0,12
2014,RENAULT,CLIO,DIESEL,MANUAL,123476,0,1,0,40500,55,10484,12
2011,RENAULT,FLUENCE,PETROL,MANUAL,48958,1,0,0,39500,81,1317,12
2015,FORD,FIESTA,DIESEL,MANUAL,39385,2,4,0,37900,55,2535,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,153872,0,0,0,38000,66,1663,12
2014,FIAT,LINEA,DIESEL,MANUAL,66581,0,0,0,42200,70,0,12
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,141354,2,2,0,41000,81,4373,12
2013,FIAT,LINEA,DIESEL,MANUAL,93891,0,0,0,39100,77,0,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,144362,1,0,1,38600,66,1101,12
2016,OPEL,CORSA,PETROL,MANUAL,15517,1,1,0,39200,51,0,12
2014,RENAULT,CLIO,DIESEL,MANUAL,83958,0,0,0,39100,55,900,12
2015,PEUGEOT,301,DIESEL,MANUAL,85056,0,0,0,41300,68,0,12
2014,RENAULT,CLIO_IV,DIESEL,MANUAL,138457,1,1,0,40300,55,2940,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,119890,2,0,0,40000,66,2563,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,128650,2,0,0,39600,66,2008,12
2015,FIAT,DOBLO,DIESEL,MANUAL,65452,0,0,0,41100,66,0,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,142306,0,0,0,40100,66,0,12
2013,FIAT,LINEA,DIESEL,MANUAL,75976,0,0,0,40000,77,0,12
2008,CITROEN,C4_PICASSO,DIESEL,AUTOMATIC,164599,2,0,0,39700,80,3647,12
2011,RENAULT,FLUENCE,DIESEL,MANUAL,44379,4,1,0,38100,85,0,12
2012,OPEL,CORSA,PETROL,AUTOMATIC,30198,0,0,0,43700,74,0,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,108148,1,1,0,39200,66,1733,12
2016,FIAT,LINEA,DIESEL,MANUAL,31197,0,1,0,41200,70,0,12
2013,FIAT,LINEA,DIESEL,MANUAL,81350,0,1,0,40400,77,1641,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,139283,0,0,0,39500,66,0,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,98326,2,0,1,41100,66,1552,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,107163,2,0,0,40100,66,801,12
2013,TOYOTA,YARIS,DIESEL,AUTOMATIC,182319,2,0,0,41300,66,2111,12
2014,HYUNDAI,I20,DIESEL,MANUAL,53000,2,0,0,45000,90,808,12
2015,RENAULT,CLIO_IV,DIESEL,MANUAL,99189,2,2,0,44500,55,10185,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,109674,1,0,0,40100,66,0,12
2012,RENAULT,MEGANE,DIESEL,AUTOMATIC,164490,0,0,0,40100,81,2022,12
2015,FORD,FIESTA,DIESEL,MANUAL,38625,3,3,0,38100,55,0,12
2015,RENAULT,FLUENCE,DIESEL,MANUAL,65674,3,2,0,45800,66,13619,12
2014,RENAULT,FLUENCE,DIESEL,MANUAL,83130,4,1,0,44600,66,2161,12
2011,RENAULT,LATITUDE,DIESEL,MANUAL,127600,7,1,0,42500,110,0,12
2014,FIAT,DOBLO,DIESEL,MANUAL,38919,0,0,0,39100,66,0,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,125803,1,0,0,40800,66,962,12
2013,RENAULT,FLUENCE,DIESEL,MANUAL,87028,3,0,0,40600,66,1735,12
2015,OPEL,CORSA,PETROL,AUTOMATIC,23842,1,0,0,46800,66,0,12
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,73557,4,0,0,45200,81,13046,12
2015,FIAT,LINEA,DIESEL,MANUAL,32140,1,0,1,45000,70,0,12
2016,PEUGEOT,208,PETROL,AUTOMATIC,10439,1,2,0,43900,60,3070,12
2014,RENAULT,FLUENCE,DIESEL,MANUAL,80282,2,1,0,43100,66,6857,12
2012,VOLKSWAGEN,POLO,PETROL,AUTOMATIC,40466,0,1,0,45800,63,1376,12
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,109735,3,0,0,42900,81,2328,12
2013,FIAT,LINEA,DIESEL,MANUAL,59714,0,0,0,42100,77,0,12
2012,FORD,FOCUS,DIESEL,MANUAL,125069,3,1,1,42100,70,236,12
2014,RENAULT,CLIO_IV,DIESEL,MANUAL,93198,1,0,0,42200,55,1092,12
2016,HYUNDAI,I20,PETROL,MANUAL,23228,0,0,0,41300,61,0,12
2016,NISSAN,MICRA,PETROL,AUTOMATIC,15980,0,1,0,44100,59,7247,12
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,155961,1,0,0,44900,81,0,12
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,98590,0,3,0,46000,81,7810,12
2014,RENAULT,FLUENCE,DIESEL,MANUAL,102471,0,0,0,45500,66,4604,12
2014,FORD,B_MAX,PETROL,AUTOMATIC,64754,4,0,0,44700,77,1919,12
2016,PEUGEOT,208,PETROL,AUTOMATIC,16282,0,1,0,44400,60,3361,12
2014,RENAULT,CLIO,DIESEL,MANUAL,86085,0,0,0,44300,55,66,12
2013,FORD,FOCUS,DIESEL,MANUAL,163560,4,0,0,43700,70,8658,12
2014,FORD,B_MAX,PETROL,AUTOMATIC,62785,2,1,0,43300,77,6334,12
2014,RENAULT,CLIO_IV,DIESEL,MANUAL,57466,1,0,0,46100,55,2155,12
